Deal ID,Created Date,Lead Source,Company Name,Contact Email,Country,Industry,Lifecycle Stage,Deal Amount,Sales Rep,Close Date
D-10053,"Apr 26, 2025",email campaign,Quantum Retail ,tom.65@quantumretail.com,us,construction,LEAD,8200,Julie Tremblay,
D-10250,15-11-2025,direct, Cedarwood Properties,julie.81@cedarwoodprope.com,us,banking,Opportunity,8200 $,Maciek Marchlewski,
D-10096,2025-08-17,Direct, Rivière Construction,Rita.7@Riviereconstru.Com,Canada,Healthcare,Opportunity,8200,Julie Tremblay,
D-10389,29-09-2025,SEO, Cedarwood Properties,emma.57@cedarwoodprope.com ,canada,Construction,Lead,"$ 12,000.00",Julie Tremblay,
D-10378,2025-09-26,LINKEDIN ,FRASER HEALTH PARTNERS,Sarah.42@Fraserhealthpa.Com,US,Manufacturing,M.Q.L,"$ 21,000.00",Amine Bekkali,
D-10369,09/25/2025,tradeshow,Pelican Freight,,CAN,Logistics,Lost,120000,David Chen,26-12-2025
D-10056,06/08/2025,Google Ads,collège lasalle,tom.56@collegelasalle.com,Canada,Banking,SQL,"15,500",Julie Tremblay,
D-10242,2025-07-28,GOOGLE ADS,IRONCLAD SECURITY,Julie.54@Ironcladsecuri.Com,CA,Banking,Customer,-,amine bekkali,10/06/2025
D-10173,"Jun 10, 2025",Meta,CRESTVIEW MANUFACTURING,Luc.57@Crestviewmanuf.Com,canada,Manufacturing,mql,"$ 15,500.00",julie tremblay,
D-10404,2025-04-30,Meta,beacon financial,DAVID.44@BEACONFINANCIA.COM,CA,banking,Lost,120000,Julie Tremblay,13-07-2025
D-10118,2025-07-10,Google Adwords,PRECISION MANUFACTURING,emma.55@precisionmanuf.com,USA,Energy,mql,8200 $,M. Marchlewski,
D-10427,26-02-2025,Organic Search,Terra Mining Corp ,Emma.73@Terraminingcor.Com,United States,Mining,CUSTOMER,$0,julie tremblay,2025-06-22
D-10344,2025-07-22,referal, Alpine Logistics,claire.59@alpinelogistic.com ,US,Healthcare,mql,8200,M. Marchlewski,
D-10269,2025-11-30,facebook ads,Atlas Construction ,Luc.5@Atlasconstruct.Com,us,Healthcare,opportunity,"$ 4,500.00",Sarah O'Connor,
D-10312,06/20/2025,Google Ads,Ironclad Security,sarah.74@ironcladsecuri.com,CAN,healthcare,Customer,"$ 34,000.00",julie tremblay,"Oct 26, 2025"
D-10224,19-03-2025,Direct,Blue Harbour Shipping,NADIA.37@BLUEHARBOURSHI.COM,CAN,Construction,LEAD,"8,200",Amine Bekkali,
D-10439,13-08-2025,LinkedIn,FRASER HEALTH PARTNERS,luc.76@fraserhealthpa.com,Canada,Manufacturing,Opportunity,"$120,000",Sarah OConnor,
D-10210,2025-03-17,facebook ads,boreal energy,Claire.54@Borealenergy.Com,CAN,Logistics,opportunity,"120,000",Sarah O'Connor,
D-10422,01/08/2025,googleads,FRASER HEALTH PARTNERS,DAVID.65@FRASERHEALTHPA.COM,Canada,construction,LEAD,"$8,200",Serkan Saricam,
D-10175,"Aug 14, 2025",Google Ads,northstar bank,luc.67@northstarbank.com,canada,Banking,CUSTOMER,"21,000",Maciek Marchlewski,03-09-2025
D-10032,"Aug 22, 2025",Website,rivière construction,yanis.25@riviereconstru.com,US,Banking,MQL,48000 $,Julie Tremblay,
D-10281,2025-02-09,Organic,Zenith Retail ,SARAH.26@ZENITHRETAIL.COM,United States of America,Energy,Lead,85000 $,julie tremblay,
D-10140,05/18/2025,facebook ads,Zenith Retail,sarah.51@zenithretail.com,canada,Healthcare,Customer,"$ 21,000.00",Sarah O'Connor,07/18/2025
D-10009,2025-08-06,Facebook, Northstar Bank,ahmed.56@northstarbank.com,CA,healthcare,customer,48000 $,Sarah OConnor,10/14/2025
D-10356,18-06-2025,tradeshow,Meridian Bank ,emma.43@meridianbank.com,Canada,retail,opportunity,15500 $,Julie Tremblay,
D-10188,"Aug 01, 2025",Direct,Ironclad Security ,Ahmed.48@Ironcladsecuri.Com,CAN,healthcare,CUSTOMER,"$ 48,000.00",D. Chen,03-10-2025
D-10326,2025-10-08,FB,Northstar Bank,EMMA.21@NORTHSTARBANK.COM,CAN,Mining,sql,"$ 15,500.00",Serkan Saricam,
D-10131,08/05/2025,LINKEDIN ,GRANITE MINING,CLAIRE.76@GRANITEMINING.COM,Canada,construction,MQL,N/A,Serkan Saricam,
D-10347,"Sep 25, 2025",direct,Summit Healthcare,Yanis.49@Summithealthca.Com,USA,Banking,MQL,21000,Amine Bekkali,
D-10377,"Nov 11, 2025",LinkedIn Ads,ville de saint-laurent,David.66@Villedesaint-L.Com,US,Logistics,lead,"4,500",Sarah O'Connor,
D-10336,2025-07-09,Direct,SUMMIT HEALTHCARE,MARC.16@SUMMITHEALTHCA.COM,CAN,Government,closed lost,21000,Sarah O'Connor,2025-10-13
D-10222,2025-01-16,LINKEDIN ,Precision Manufacturing,nadia.75@precisionmanuf.com ,CA,Mining,sql,"$ 21,000.00",David Chen,
D-10402,2025-07-17,Organic Search,Boreal Energy,CLAIRE.70@BOREALENERGY.COM,us,Retail,sql,"$ 8,200.00",serkan saricam,
D-10120,2025-10-06,web form,VILLE DE SAINT-LAURENT,NADIA.20@VILLEDESAINT-L.COM,United States,healthcare,M.Q.L,"$ 34,000.00",D. Chen,
D-10107,05/07/2025,LINKEDIN ,Vertex Industries ,ahmed.43@vertexindustri.com ,CAN,Education,SQL,"8,200",julie tremblay,
D-10335,2025-03-03,Organic, CargoLine Transport,marc.61@cargolinetrans.com ,us,Healthcare,closed lost,27500 $,Maciek Marchlewski,"Apr 05, 2025"
D-10376,"Oct 10, 2025",google ads,Summit Healthcare,TOM.30@SUMMITHEALTHCA.COM,CA,construction,customer,"$48,000",serkan saricam,"Oct 28, 2025"
D-10441,04/06/2025,tradeshow, Optima Clinics,luc.92@optimaclinics.com,United States,Retail,closed lost,34000,serkan saricam,"Jun 27, 2025"
D-10387,09/07/2025,web form,ironclad security,yanis.1@ironcladsecuri.com,Canada,Logistics,customer,27500 $,M. Marchlewski,05-01-2026
D-10045,"Sep 11, 2025",email campaign,cedarwood properties,David.15@Cedarwoodprope.Com,United States,Education,CUSTOMER,0,M. Marchlewski,"Sep 21, 2025"
D-10185,"Jul 19, 2025",web form,Pelican Freight,SARAH.12@PELICANFREIGHT.COM,USA,retail,M.Q.L,$0,julie tremblay,
D-10233,2025-05-03,Partner Referral,crestview manufacturing,ahmed.85@crestviewmanuf.com,United States of America,Education,Opportunity,120000 $,D. Chen,
D-10157,"Feb 06, 2025",Organic Search,Optima Clinics ,nadia.92@optimaclinics.com ,United States of America,Retail,opportunity,"$120,000",Amine Bekkali,
D-10364,"May 15, 2025",Email Marketing,Terra Mining Corp,claire.50@terraminingcor.com ,USA,Banking,sql,"21,000",D. Chen,
D-10184,02/09/2025,Email Marketing,BOREAL ENERGY,claire.33@borealenergy.com ,United States,construction,sql,48000 $,Sarah O'Connor,
D-10232,"Mar 20, 2025",Trade-Show, Optima Clinics,ahmed.12@optimaclinics.com,United States of America,Logistics,LEAD,"12,000",amine bekkali,
D-10374,11/16/2025,organic, Terra Mining Corp,MARC.4@TERRAMININGCOR.COM,US,Mining,LEAD,"$21,000",D. Chen,
D-10110,2025-06-06,meta ads,CRESTVIEW MANUFACTURING,rita.29@crestviewmanuf.com,US,Education,closed lost,0,amine bekkali,"Aug 20, 2025"
D-10350,"Feb 20, 2025",Linked In,Zenith Retail ,EMMA.42@ZENITHRETAIL.COM,CAN,Construction,SQL,27500 $,Sarah O'Connor,
D-10375,2025-07-01,direct, Laurentide Foods,tom.81@laurentidefood.com,canada,Government,opportunity,"62,000",D. Chen,
D-10165,02-07-2025,Google Adwords,NORDVALE LOGISTICS,Sarah.6@Nordvalelogist.Com,us,banking,M.Q.L,,Amine Bekkali,
D-10248,"Oct 18, 2025",Google Ads,fraser health partners,marc.92@fraserhealthpa.com,us,Education,Customer,48000 $,Sarah OConnor,17-03-2026
D-10132,01/15/2025,Organic Search,Nordvale Logistics,julie.28@nordvalelogist.com,CA,Retail,Opportunity,"$ 62,000.00",julie tremblay,
D-10420,02/19/2025,referal,Nordvale Logistics ,tom.51@nordvalelogist.com,USA,healthcare,opportunity,"12,000",Serkan Saricam,
D-10017,09/08/2025,SEO,Precision Manufacturing ,emma.80@precisionmanuf.com,CA,construction,customer,"$85,000",Sarah OConnor,"Oct 18, 2025"
D-10363,"Apr 17, 2025",direct,Maple Grove Schools ,AHMED.23@MAPLEGROVESCHO.COM,United States,Energy,Customer,-,serkan saricam,07-09-2025
D-10425,01-10-2025,Organic,alpine logistics,sarah.3@alpinelogistic.com ,us,Mining,SQL,"15,500",amine bekkali,
D-10206,11/22/2025,Linked In,SUMMIT HEALTHCARE,Rita.21@Summithealthca.Com,us,Logistics,LEAD,0,David Chen,
D-10151,01-06-2025,EMAIL,atlas construction,MARC.81@ATLASCONSTRUCT.COM,United States,healthcare,MQL,8200,Maciek Marchlewski,
D-10149,02/04/2025,Organic Search,Pelican Freight,TOM.47@PELICANFREIGHT.COM,CA,Mining,M.Q.L,62000 $,David Chen,
D-10279,02/25/2025,Partner Referral,Optima Clinics,sarah.10@optimaclinics.com,USA,retail,lead,"$ 4,500.00",D. Chen,
D-10193,25-02-2025,Meta,GRANITE MINING,Sarah.52@Granitemining.Com,Canada,construction,M.Q.L,"$8,200",Serkan Saricam,
D-10278,10/24/2025,Meta,NORDVALE LOGISTICS,luc.80@nordvalelogist.com,CAN,banking,MQL,-,Amine Bekkali,
D-10262,08/09/2025,Email, Laurentide Foods,tom.39@laurentidefood.com,US,Manufacturing,lead,"8,200",Amine Bekkali,
D-10447,"Nov 06, 2025",web form, Ironclad Security,yanis.8@ironcladsecuri.com ,us,healthcare,lead,-,Julie Tremblay,
D-10532,,,,,,,,,,
D-10128,02/17/2025,LinkedIn,Cedarwood Properties ,tom.87@cedarwoodprope.com,CA,Manufacturing,SQL,N/A,Serkan Saricam,
D-10244,03/04/2025,Meta,cargoline transport,ahmed.82@cargolinetrans.com,canada,Mining,customer,120000 $,Sarah O'Connor,02-04-2025
D-10265,2025-04-20,Google-Ads,CEDARWOOD PROPERTIES,luc.94@cedarwoodprope.com ,CA,Manufacturing,lead,N/A,serkan saricam,
D-10192,2025-08-31,Event,BEACON FINANCIAL,david.46@beaconfinancia.com ,USA,construction,mql,8200,Serkan Saricam,
D-10400,08/23/2025,googleads,CRESTVIEW MANUFACTURING,Emma.93@Crestviewmanuf.Com,United States,Mining,customer,,julie tremblay,06-01-2026
D-10229,09-11-2025,Linked In,Blue Harbour Shipping,sarah.31@blueharbourshi.com,Canada,healthcare,lead,,Julie Tremblay,
D-10361,04/10/2025,LinkedIn Ads,Boreal Energy ,tom.92@borealenergy.com ,Canada,healthcare,SQL,"8,200",D. Chen,
D-10322,"Feb 05, 2025",Google-Ads,cedarwood properties,tom.27@cedarwoodprope.com,CA,banking,Lead,48000,Julie Tremblay,
D-10395,2025-11-22,Organic Search,Nordvale Logistics ,AHMED.24@NORDVALELOGIST.COM,United States of America,Energy,lead,"$ 21,000.00",amine bekkali,
D-10061,15-06-2025,facebook ads,Summit Healthcare,RITA.8@SUMMITHEALTHCA.COM,CA,Logistics,MQL,0,Amine Bekkali,
D-10142,05/29/2025,Organic,Ironclad Security,,CAN,Mining,Lead,,Julie Tremblay,
